Title,Company,Location,Experience,Post_Date,Today,Summary,Salary,Url,Portal
Senior Member Technical,Anar App Private Limited,"Hyderabad/Secunderabad, Bangalore/Bengaluru",1-3 Yrs,30+ Days Ago,08/09/2022,"Bachelors in Computer Science, or equivalent working experience Experience of large-sca...",Not disclosed,https://www.naukri.com/job-listings-senior-member-technical-anar-app-private-limited-hyderabad-secunderabad-bangalore-bengaluru-1-to-3-years-150422502369,Naukri
Senior Engineer - ETL Development,CAMBRIDGE TECHNOLOGY ENTERPRISES (CTE),"Hyderabad/Secunderabad, Bangalore/Bengaluru",3-8 Yrs,30+ Days Ago,08/09/2022,We are seeking a Senior Engineer for ETL and BI applications. You will perform Testing ...,"8,00,000 - 18,00,000 PA.",https://www.naukri.com/job-listings-senior-engineer-etl-development-cambridge-technology-enterprises-limited-hyderabad-secunderabad-bangalore-bengaluru-3-to-8-years-130622004444,Naukri
Sr. SQL Developer,BC Forward,Hyderabad/Secunderabad,4-9 Yrs,1 Day Ago,08/09/2022,"Experience in few of the cloud Databases like Redshift, Snowflake etcExperience in desi...",Not disclosed,https://www.naukri.com/job-listings-sr-sql-developer-bc-forward-hyderabad-secunderabad-4-to-9-years-080822901692,Naukri
Sr. Tech Support For a world leader in Entertainment / Digital Space,24-7 Intouch,Hyderabad/Secunderabad(Madhapur),3-7 Yrs,1 Day Ago,08/09/2022,50000 Joining Bonus 45000 min. in hand to 60000 min. in hand for the candidate with the...,"6,50,000 - 9,50,000 PA.",https://www.naukri.com/job-listings-sr-tech-support-for-a-world-leader-in-entertainment-digital-space-24-7-intouch-hyderabad-secunderabad-3-to-7-years-080822004217,Naukri
Senior Tester ETL,CAMBRIDGE TECHNOLOGY ENTERPRISES (CTE),Hyderabad/Secunderabad,3-8 Yrs,30+ Days Ago,08/09/2022,We are seeking a Senior Engineer for ETL and BI applications. You will perform Testing ...,"8,00,000 - 18,00,000 PA.",https://www.naukri.com/job-listings-senior-tester-etl-cambridge-technology-enterprises-limited-hyderabad-secunderabad-3-to-8-years-210622001110,Naukri
Informatica IDQ Architect,Altimetrik,,,30+ Days Ago,08/09/2022,Informatica IDQ ArchitectJob Location: Hyderabad/Bangalore/Chennai/Pune and Jaipur Exp ...,"15,00,000 - 30,00,000 PA.",https://www.naukri.com/job-listings-informatica-idq-architect-altimetrik-india-pvt-ltd-hyderabad-secunderabad-pune-chennai-jaipur-bangalore-bengaluru-8-to-13-years-080722010387,Naukri
RAMS Engineer,Cyient,"Hyderabad/Secunderabad, Bangalore/Bengaluru",3-5 Yrs,28 Days Ago,08/09/2022,"Education / Certification - Preferably from Transportation domain, Statistics (Six Sigm...",Not disclosed,https://www.naukri.com/job-listings-rams-engineer-cyient-limited-hyderabad-secunderabad-bangalore-bengaluru-3-to-5-years-110722500723,Naukri
AI/ML/DL/ Computer vision Solution Architect,Cyient,"Hyderabad/Secunderabad, Noida, Pune, Bangalore/Bengaluru",12-15 Yrs,30+ Days Ago,08/09/2022,Good experience in Data modelling and mining / ETL tasks as well as having used program...,Not disclosed,https://www.naukri.com/job-listings-ai-ml-dl-computer-vision-solution-architect-cyient-limited-noida-hyderabad-secunderabad-pune-bangalore-bengaluru-12-to-15-years-270522501778,Naukri
Java Developer (Azure or AWS or PCF),Collabera,,,18 Days Ago,08/09/2022,Exp.: - 4 to 6 yearsPrimary Responsibilities Developer should be responsible for high p...,"18,00,000 - 20,00,000 PA.",https://www.naukri.com/job-listings-java-developer-azure-or-aws-or-pcf-collabera-services-private-limited-hyderabad-secunderabad-chennai-bangalore-bengaluru-4-to-6-years-210722011507,Naukri
Edge Developer / Engineer for Edge AI / Processing ,Cyient,"Hyderabad/Secunderabad, Noida, Pune, Bangalore/Bengaluru",6-11 Yrs,30+ Days Ago,08/09/2022,3+ Years of experience as data engineer preferably from data science groups Create mast...,Not disclosed,https://www.naukri.com/job-listings-edge-developer-engineer-for-edge-ai-processing-cyient-limited-noida-hyderabad-secunderabad-pune-bangalore-bengaluru-6-to-11-years-210322501992,Naukri
Internal Audit SOX - PAN India,EY,"Hyderabad/Secunderabad, Kolkata, Pune, Chennai, Bangalore/Bengaluru",5-10 Yrs,30+ Days Ago,08/09/2022,Description - ExternalEY- Consulting - RISK Internal Audit SeniorAs part of our Consult...,"12,00,000 - 22,00,000 PA.",https://www.naukri.com/job-listings-internal-audit-sox-pan-india-eygbs-india-llp-kolkata-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-5-to-10-years-170622003107,Naukri
AI/ML/DL/ Computer vision Developer / Engineer,Cyient,"Hyderabad/Secunderabad, Noida, Pune, Bangalore/Bengaluru",8-10 Yrs,30+ Days Ago,08/09/2022,Job Description Should have 8-10 years hands-on experience in algorithms and implementa...,Not disclosed,https://www.naukri.com/job-listings-ai-ml-dl-computer-vision-developer-engineer-cyient-limited-noida-hyderabad-secunderabad-pune-bangalore-bengaluru-8-to-10-years-120522500765,Naukri
Learning Administrator,SumTotal Systems,Hyderabad/Secunderabad,3-6 Yrs,1 Day Ago,08/09/2022,"Demonstrates an advanced level of proficiency in various Skillsoft platforms, including...",Not disclosed,https://www.naukri.com/job-listings-learning-administrator-sumtotal-systems-india-pvt-ltd-hyderabad-secunderabad-3-to-6-years-080822010335,Naukri
"Manager, Analytics & Reporting",Uber,Hyderabad/Secunderabad,4-6 Yrs,3 Days Ago,08/09/2022,"What You'll Do Although what you do day-to-day may vary greatly, the general goal and f...",Not disclosed,https://www.naukri.com/job-listings-manager-analytics-reporting-uber-hyderabad-secunderabad-4-to-6-years-050822501715,Naukri
Manager - Credit Cards - RBL Cobrand - Growth,Bajaj Finserv,Hyderabad/Secunderabad,5-6 Yrs,3 Days Ago,08/09/2022,Graduate from a reputed institute with a minimum of 5-6 years of experience in data ana...,Not disclosed,https://www.naukri.com/job-listings-manager-credit-cards-rbl-cobrand-growth-bajaj-finserv-ltd-hyderabad-secunderabad-5-to-6-years-050822500619,Naukri
Oracle Apps - HRMS Developer,Harsco Global Service Centre,Hyderabad/Secunderabad,3-5 Yrs,5 Days Ago,08/09/2022,Responsible for daily system support tasks to resolve system issues with internal users...,Not disclosed,https://www.naukri.com/job-listings-oracle-apps-hrms-developer-harsco-global-service-centre-hyderabad-secunderabad-3-to-5-years-040822500029,Naukri
Engineer,"Qualcomm Technologies, Inc",Hyderabad/Secunderabad,1-5 Yrs,6 Days Ago,08/09/2022,Using deductive problem solving to solve moderately complex problemsTaking responsibili...,Not disclosed,https://www.naukri.com/job-listings-engineer-qualcomm-technologies-inc-hyderabad-secunderabad-1-to-5-years-020822502492,Naukri
Product Manager,Optum,Hyderabad/Secunderabad,12-14 Yrs,5 Days Ago,08/09/2022,prioritize problems and develop a road map that offers alternate methods of solving the...,Not disclosed,https://www.naukri.com/job-listings-product-manager-optum-global-solutions-india-private-limited-hyderabad-secunderabad-12-to-14-years-030822907729,Naukri
Territory Executive -SF - Hyderabad,Exide,Hyderabad/Secunderabad,3-4 Yrs,30+ Days Ago,08/09/2022,"Expand the business network through appointment of new distributers, dealers/retailers ...",Not disclosed,https://www.naukri.com/job-listings-territory-executive-sf-hyderabad-exide-industries-ltd-hyderabad-secunderabad-3-to-4-years-100622603229,Naukri
Business Analytics Role - KPO,Huquo Consulting Pvt. Ltd,"Hyderabad/Secunderabad, Kolkata, Mumbai, Pune, Chennai, Bangalore/Bengaluru",1-2 Yrs,29 Days Ago,08/09/2022,"Must have strong capabilities in problem solving, managing own work diligently, thoroug...",Not disclosed,https://www.naukri.com/job-listings-business-analytics-role-kpo-huquo-consulting-pvt-ltd-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-1-to-2-years-110722901799,Naukri
MIS Executive,JobsTV India,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",2-7 Yrs,11 Days Ago,08/09/2022,Exp in Metrics Able to communicate data in a simple and engaging way Strong Excel model...,"2,00,000 - 5,00,000 PA.",https://www.naukri.com/job-listings-mis-executive-jobstv-india-hyderabad-secunderabad-chennai-bangalore-bengaluru-2-to-7-years-280722006568,Naukri
Home Based Hiring/Freshers/Banking/Back Office Executive/Mis Executive,ARHAT CORPORATE PRIVATE LIMITED,,,24 Days Ago,08/09/2022,Back office work Part Time/Full Time Good Communication skills and Pleasant Personality...,"2,25,000 - 4,50,000 PA.",https://www.naukri.com/job-listings-home-based-hiring-freshers-banking-back-office-executive-mis-executive-arhat-corporate-private-limited-hyderabad-secunderabad-ahmedabad-gurgaon-gurugram-0-to-2-years-160722001227,Naukri
"Core Operations, Senior Associate",State Street,Hyderabad/Secunderabad,7-10 Yrs,30+ Days Ago,08/09/2022,Basic Purpose: The Senior Associate acts as a liaison between the different client/IM s...,Not disclosed,https://www.naukri.com/job-listings-core-operations-senior-associate-statestreet-global-advisor-pvt-ltd-hyderabad-secunderabad-7-to-10-years-270622500713,Naukri
Senior ROR Developer,Gameopedia,Hyderabad/Secunderabad,4-8 Yrs,30+ Days Ago,08/09/2022,8 years of relevant experience in Ruby on Rails framework (Web application development)...,Not disclosed,https://www.naukri.com/job-listings-senior-ror-developer-gameopedia-as-hyderabad-secunderabad-4-to-8-years-070722500977,Naukri
"Senior Application  Developer BI  Or 
 Application Developer BI",CommScope,"Hyderabad/Secunderabad, Goa",3-8 Yrs,4 Days Ago,08/09/2022,Position : Application Developer / Senior Application Developer Location : Goa / Hydera...,Not disclosed,https://www.naukri.com/job-listings-senior-application-developer-bi-or-application-developer-bi-commscope-india-private-limited-hyderabad-secunderabad-goa-3-to-8-years-040822008281,Naukri
Senior Full-stack Wordpress Developer,Saras Solutions India Pvt Ltd.,Hyderabad/Secunderabad,5-10 Yrs,5 Days Ago,08/09/2022,"As a senior full-stack developer, you will have a specialization in Web technology. You...",Not disclosed,https://www.naukri.com/job-listings-senior-full-stack-wordpress-developer-saras-solutions-india-pvt-ltd-hyderabad-secunderabad-5-to-10-years-030822501335,Naukri
Senior Statistical Programmer II,Statistics & Data Corporation (SDC),Hyderabad/Secunderabad,3-7 Yrs,5 Days Ago,08/09/2022,Perform all statistical programming required for clinical trial analysis and reporting ...,Not disclosed,https://www.naukri.com/job-listings-senior-statistical-programmer-ii-statistics-data-corporation-sdc-hyderabad-secunderabad-3-to-7-years-030822501187,Naukri
Sr. Quality Engineer/Assistant Manager,OSI Systems Pvt Ltd,"Hyderabad/Secunderabad, Ahmedabad",4-9 Yrs,30+ Days Ago,08/09/2022,Responsibilities Ensure the accuracy and adequacy of quality control inspection plans a...,Not disclosed,https://www.naukri.com/job-listings-sr-quality-engineer-assistant-manager-osi-systems-pvt-ltd-hyderabad-secunderabad-ahmedabad-4-to-9-years-111021500940,Naukri
HR Hiring // Customer Care // NON Voice // BPO // Excel // Backend,ARHAT CORPORATE PRIVATE LIMITED,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",0-5 Yrs,15 Days Ago,08/09/2022,Bpo Inbound no target voice process * We are hiring fresher candidates for Day shift * ...,"2,00,000 - 4,00,000 PA.",https://www.naukri.com/job-listings-hr-hiring-customer-care-non-voice-bpo-excel-backend-arhat-corporate-private-limited-hyderabad-secunderabad-pune-bangalore-bengaluru-0-to-5-years-240722000700,Naukri
Area Sales Manager - Insurance company,Minivel Services,"Hyderabad/Secunderabad, Gurgaon/Gurugram, Bangalore/Bengaluru",5-10 Yrs,1 Day Ago,08/09/2022,Role HighlightsBuild a team of Direct Sales Relationship ManagersCaptive customer base ...,"10,00,000 - 12,00,000 PA.",https://www.naukri.com/job-listings-area-sales-manager-insurance-company-minivel-services-llp-hyderabad-secunderabad-gurgaon-gurugram-bangalore-bengaluru-5-to-10-years-080822009505,Naukri
Siebel To Salesforce Role,Prodapt Solutions,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",5-10 Yrs,1 Day Ago,08/09/2022,"Experience in complex programming, debugging, data analysis, and problem analysisMust h...",Not disclosed,https://www.naukri.com/job-listings-siebel-to-salesforce-role-prodapt-solutions-private-limited-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-5-to-10-years-070822601384,Naukri
Power BI,Capgemini,Hyderabad/Secunderabad,6-11 Yrs,8 Days Ago,08/09/2022,"Experience in creating dashboards, volume reports, operating summaries, and presentatio...",Not disclosed,https://www.naukri.com/job-listings-power-bi-capgemini-technology-services-india-limited-hyderabad-secunderabad-6-to-11-years-310722902578,Naukri
"Manager, Adversarial Abuse Scaled Abuse Policy Specialist",Google,Hyderabad/Secunderabad,5-8 Yrs,9 Days Ago,08/09/2022,Experience creating opportunities to innovate and seeing them through to completion is ...,Not disclosed,https://www.naukri.com/job-listings-manager-adversarial-abuse-scaled-abuse-policy-specialist-google-india-private-limited-hyderabad-secunderabad-5-to-8-years-300722500656,Naukri
Agronomic Solutions Manager - Weed Mgt,Bayer,Hyderabad/Secunderabad,1-7 Yrs,10 Days Ago,08/09/2022,Responsible to update all programs in SCOUT software as per global timelines and to mon...,Not disclosed,https://www.naukri.com/job-listings-agronomic-solutions-manager-weed-mgt-bayer-cropscience-ltd-hyderabad-secunderabad-1-to-7-years-290722501739,Naukri
Regional Service Officer (Hyderabad),Asian Paints,Hyderabad/Secunderabad,1-3 Yrs,14 Days Ago,08/09/2022,"Job Purpose The RSO is an officer in the Asian Paints Bath Division, whose prime respon...",Not disclosed,https://www.naukri.com/job-listings-regional-service-officer-hyderabad-asian-paints-ltd-hyderabad-secunderabad-1-to-3-years-280622011351,Naukri
Test Specialist: SDET,IBM,Hyderabad/Secunderabad,4-9 Yrs,12 Days Ago,08/09/2022,Knowledge of Internet / Web Technologies is mustRequired Technical and Professional Exp...,Not disclosed,https://www.naukri.com/job-listings-test-specialist-sdet-ibm-india-pvt-limited-hyderabad-secunderabad-4-to-9-years-270722908806,Naukri
DevOps-Lead (Azure),Tiger Analytics,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",2-8 Yrs,12 Days Ago,08/09/2022,"About the role: As a DevOps Lead- Cloud Platform Automation, you will be responsible fo...",Not disclosed,https://www.naukri.com/job-listings-devops-lead-azure-tiger-analytics-hyderabad-secunderabad-chennai-bangalore-bengaluru-2-to-8-years-270722501145,Naukri
Pyspark Developer,Tiger Analytics,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",1-4 Yrs,12 Days Ago,08/09/2022,"Scalable data ingestion pipelines to handle real time streams, CDC events, and batch data",Not disclosed,https://www.naukri.com/job-listings-pyspark-developer-tiger-analytics-hyderabad-secunderabad-chennai-bangalore-bengaluru-1-to-4-years-270722501130,Naukri
Program Lead - Analytics Consulting,Tiger Analytics,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",2-7 Yrs,12 Days Ago,08/09/2022,"About the role: As Program Lead - Analytics Consulting, you will work on some of the la...",Not disclosed,https://www.naukri.com/job-listings-program-lead-analytics-consulting-tiger-analytics-hyderabad-secunderabad-chennai-bangalore-bengaluru-2-to-7-years-270722501124,Naukri
Industry Consultant: Industry.Banking,IBM,Hyderabad/Secunderabad,6-10 Yrs,14 Days Ago,08/09/2022,"As Business Analyst, you are required to work under Regulatory Reporting streams for TR...",Not disclosed,https://www.naukri.com/job-listings-industry-consultant-industry-banking-ibm-india-pvt-limited-hyderabad-secunderabad-6-to-10-years-250722906669,Naukri
Industry Consultant: Industry.Banking,IBM,Hyderabad/Secunderabad,6-10 Yrs,14 Days Ago,08/09/2022,"As Business Analyst, you are required to work under Regulatory Reporting streams for TR...",Not disclosed,https://www.naukri.com/job-listings-industry-consultant-industry-banking-ibm-india-pvt-limited-hyderabad-secunderabad-6-to-10-years-250722906393,Naukri
Territory Manager,IBM,Hyderabad/Secunderabad,3-7 Yrs,14 Days Ago,08/09/2022,The Finance & Admin Business Analyst is essential to the ongoing profitable operations ...,Not disclosed,https://www.naukri.com/job-listings-territory-manager-ibm-india-pvt-limited-hyderabad-secunderabad-3-to-7-years-250722905273,Naukri
Urgent opening For Manager - Talent Acquisition (Female),Sodexo,Hyderabad/Secunderabad,5-10 Yrs,9 Days Ago,08/09/2022,Build and maintain a good quality database using the available resources to the optimum...,Not disclosed,https://www.naukri.com/job-listings-urgent-opening-for-manager-talent-acquisition-female-sodexo-india-services-private-limited-hyderabad-secunderabad-5-to-10-years-180622000054,Naukri
Hiring For Team Lead - Globallogic A Hitachi Group Company,BrickRed,Hyderabad/Secunderabad,4-7 Yrs,10 Days Ago,08/09/2022,Graduate in any discipline and 4+ years of overall work experience Proficient in verbal...,"4,00,000 - 6,00,000 PA.",https://www.naukri.com/job-listings-hiring-for-team-lead-globallogic-a-hitachi-group-company-globallogic-technologies-private-limited-hyderabad-secunderabad-4-to-7-years-140722009638,Naukri
"Process Lead | CA / MBA Finance | FP&A | Broadridge | Hyderabad 
",Broadridge,Hyderabad/Secunderabad,4-6 Yrs,7 Days Ago,08/09/2022,"Masters in Business Administration with degree in finance, Accounting or related area/ ...",Not disclosed,https://www.naukri.com/job-listings-process-lead-ca-mba-finance-fp-a-broadridge-hyderabad-broadridge-financial-solutions-india-pvt-ltd-hyderabad-secunderabad-4-to-6-years-040722006342,Naukri
